04/00090,Evelyn?,Nan,Upper lip raiser &Lips Part,work,neutral,weak,neutral,1
04/00091,This was her office.,Outer brow raiser,Lip stretcher &Lips Part,work,neutral,weak,surprise,2
04/00092,I dont think she works here anymore.,Brow lower,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00093,Gillian Cole.  I came on board a couple weeks ago.,Upper lid raiser,Lip puckerer,work,positive,powerful,happy,1
04/00094,Gillian. WorldWell.,Nan,Lip stretcher &Lips Part,work,neutral,powerful,neutral,1
04/00095,Yeah.  Ive heard great things. Remy Danton.,,,,,,,
04/00096,You work with Claire?,,,,,,,
04/00097,In a way.,,,,,,,
04/00098,Hello Remy.  Claire.,,,,,,,
04/00099,I see youve met Gillian.  Yes just now.,,,,,,,
04/00100,Shes doing fantastic work for us  as you can see.,,,,,,,
04/00101,Red is completed wells  green potential sites,,,,,,,
04/00102,yellow approved sites  and blue are the filtration centers.,,,,,,,
04/00103,ice. So you liking it here?,,,,,,,
04/00104,Yeah. My staff and I are loving it.,,,,,,,
04/00105,Claires opened a lot of doors for us.,,,,,,,
04/00106,Sounds like Claire.,,,,,,,
04/00107,Shall we head to my office?,,,,,,,
04/00108,Gillian nice to meet you.  Nice to meet you.,,,,,,,
04/00109,What happened?,,,,,,,
04/00110,Things got complicated.,,,,,,,
04/00111,SanCorp was in a difficult situation.,,,,,,,
04/00112,I would have thought youd step up  when things were difficult,,,,,,,
04/00113,ot hold the donation hostage.,Nan,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00114,Well things are less complicated now.  The donation is back on the table.,Inner brow raiser,Nan,work,neutral,weak,neutral,1
04/00115,I had to fire half my staff.,Outer brow raiser,Lip stretcher &Lips Part,social,neutral,weak,happy,1
04/00116,ow you can hire them back.,Upper lid raiser,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00117,SanCorp is prepared  to double its initial commitment.,,,,,,,
04/00118,. million lump sum this quarter.,,,,,,,
04/00119,Why?  Public relations. Same as before.,Upper lid raiser,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00120,And what do they want from Francis?,Nan,Lip stretcher &Lips Part,social,neutral,weak,happy,2
04/00121,Things are square with Frank.  Were only talking about the CWl.,,,,,,,
04/00122,But why double it?,,,,,,,
04/00123,Because I said they should.,,,,,,,
04/00124,The more they give the more you can do.  The more you can do the better they look.,,,,,,,
04/00125,And thats why they hired Glendon Hill  to make them look good.,Outer brow raiser,Nan,social,negative,weak,neutral,1
04/00126,And they also hired you  to get traction in Congress.,Outer brow raiser,Lower lip depressor &Lips Part,social,neutral,weak,neutral,1
04/00127,ot in this case.,,,,,,,
04/00128,We want a longterm partnership Claire.,,,,,,,
04/00129,This is an investment in the future.,,,,,,,
04/00130,Were not attaching strings.,Inner brow raiser,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00131,Ill think about it.,Brow lower,Lip puckerer,social,negative,weak,neutral,2
04/00132,Theyd really love to move quickly on this.,Brow lower,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00133,I said Ill think about it.,Brow lower,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00134,Madeleine you have to email me this shit.  I need it in writing.,,,,,,,
04/00135,And with more than an hours notice.,,,,,,,
04/00136,Yeah I know that but you have to  understand we have a plan.,,,,,,,
04/00137,We have a way that we do this  and when you...,,,,,,,
04/00138,Okay.,,,,,,,
04/00139,Fine.,,,,,,,
04/00140,Yeah. Yeah. Bye.,,,,,,,
04/00141,Madeleine has decided to have  a spurofthemoment trip to Orlando,,,,,,,
04/00142,with her latest eHarmony catch.,,,,,,,
04/00143,o headsup no warning.  The kids?,,,,,,,
04/00144,They get out of school at .,,,,,,,
04/00145,I can do the Shipbuilders meeting.,,,,,,,
04/00146,You sure?  Yeah its just their public affairs team.,,,,,,,
04/00147,Ill brief you  and then you can call them tomorrow.,,,,,,,
04/00148,Go get your kids.,,,,,,,
04/00149,Hey.,,,,,,,
04/00150,Remy came by this morning. To the office.,,,,,,,
04/00151,What does he want?  The donations back on the table.,,,,,,,
04/00152,Theyve doubled it to . million.,,,,,,,
04/00153,You said no right?  I didnt.,,,,,,,
04/00154,He doesnt want anything from you Francis.,,,,,,,
04/00155,Come on Claire. You know better than that.,,,,,,,
04/00156,I specifically asked.,Nan,Lip stretcher &Lips Part,work,negative,weak,neutral,2
04/00157,Maybe not right now  but look I invented this guy all right?,Nan,Lip stretcher &Lips Part,work,neutral,powerful,neutral,2
04/00158,Its a slippery slope.  Think ofwhat I can do with this money.,Nan,Lip puckerer,work,neutral,powerful,neutral,2
04/00159,I can hire back the people I let go.,Nan,Lower lip depressor &Lips Part,work,neutral,powerful,neutral,1
04/00160,I can help accelerate the funding  for the projects that Gillian has brought in.,,,,,,,
04/00161,Lets find another way to raise the money.,Nan,Nan,work,neutral,powerful,neutral,1
04/00162,But its right there at my feet.,Nan,Lower lip depressor &Lips Part,work,neutral,powerful,neutral,1
04/00163,Claire I have too much  on my plate right now.,,,,,,,
04/00164,I cant have SanCorp  breathing down my neck again.,,,,,,,
04/00165,I cant have Remy...,,,,,,,
04/00166,Look it is Remy.,,,,,,,
04/00167,He knows me too well. Its dangerous.,,,,,,,
04/00168,Look at the bigger picture here.,,,,,,,
04/00169,Im asking.,Nan,Lower lip depressor &Lips Part,work,negative,weak,neutral,1
04/00170,o. Youre not.,Nan,Lip stretcher &Lips Part,work,negative,weak,sad,2
04/00171,Claire.,Lid tightener,Lip puckerer,work,negative,powerful,disgust,3
04/00172,Ill tell you what I told him.,Nan,Nan,work,negative,powerful,neutral,2
04/00173,Which was?  Ill think about it.,,,,,,,
04/00174,I know theres been some tension  and Im probably more to blame than you are.,,,,,,,
04/00175,But Id like to put that behind us.,,,,,,,
04/00176,Zoe youre going to be our new  White House correspondent.,Outer brow raiser,Nan,work,neutral,powerful,neutral,1
04/00177,What about Janine?,Upper lid raiser,Lip stretcher &Lips Part,work,neutral,powerful,surprise,1
04/00178,I promoted her to Midwest Bureau Chief.,Outer brow raiser,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00179,Shes okay with that?  She wants to give up the White House?,Upper lid raiser,Nan,work,positive,powerful,surprise,1
04/00180,Its the decision Ive made.,Outer brow raiser,Lip puckerer,work,neutral,powerful,neutral,1
04/00181,Its just that Janine has so much experience.,Nan,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00182,I thought youd be more excited about this.,Outer brow raiser,Nan,work,neutral,powerful,neutral,1
04/00183,Im sorry. I just thought  you brought me in here to... I dont know.,Outer brow raiser,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00184,To fire you.  Maybe.,Upper lid raiser,Lip stretcher &Lips Part,work,neutral,weak,surprise,1
04/00185,Water under the bridge.,Outer brow raiser,Lip puckerer,work,neutral,powerful,neutral,2
04/00186,Were starting over.,,,,,,,
04/00187,So are you ready to take this on?,Cheek raiser,Lip puckerer,work,neutral,powerful,surprise,1
04/00188,Can I think about it?,Nan,Lip stretcher &Lips Part,work,neutral,weak,surprise,1
04/00189,People usually dont have to think about it  when theyre offered the White House Zoe.,Outer brow raiser,Nan,work,neutral,powerful,neutral,2
04/00190,Just a day or two.,Nan,Nan,work,neutral,weak,neutral,2
04/00191,Janine is booked for a flight to Chicago  on Friday.,,,,,,,
04/00192,Ill let you know before then. I just need to...,,,,,,,
04/00193,Thank you. Thank you Tom.,,,,,,,
04/00194,David Rasmussen is the majority leader  which means hes one step above me,,,,,,,
04/00195,and one below Birch which is akin to being  between a very hungry wolf,,,,,,,
04/00196,and a very quarrelsome sheep.,,,,,,,
04/00197,Lets see if he stays with the herd  or joins the pack.,,,,,,,
04/00198,David. You mind if I join you?,,,,,,,
04/00199,Please. A salad huh?,,,,,,,
04/00200,Yes. Im trying to take better care of myself.,,,,,,,
04/00201,Good man. Diet?,,,,,,,
04/00202,Diet exercise everything.,,,,,,,
04/00203,You ought to take better care  of yourself too.,,,,,,,
04/00204,Well then they should stop  serving such good pizza.,,,,,,,
04/00205,Im not talking about the food.,,,,,,,
04/00206,Im talking about Birch.,,,,,,,
04/00207,You are never going to be Speaker  unless you do something about it.,Nan,Nan,social,neutral,powerful,neutral,2
04/00208,Im very satisfied where I am.,Outer brow raiser,Chin Raiser,social,negative,weak,neutral,2
04/00209,Come on.  For the time being yeah.,,,,,,,
04/00210,Time being never.,,,,,,,
04/00211,The only way you become Speaker  is if Birch loses his district or retires,,,,,,,
04/00212,either ofwhich is going to happen  before you and I have dentures.,,,,,,,
04/00213,Im not happy where this  conversation is going Frank.,Nan,Chin Raiser,social,negative,weak,disgust,1
04/00214,If you want it and I know you do  theres a way.,Nan,Lip puckerer,social,neutral,powerful,neutral,2
04/00215,Okay. Right. I cant...,Upper lid raiser,Nan,social,negative,weak,neutral,2
04/00216,All you need is a simple majority.  votes.,,,,,,,
04/00217,Were going to get at least   out of the GOP,,,,,,,
04/00218,and after that all you need is  Democrats.,,,,,,,
04/00219,You and I make two.,,,,,,,
04/00220,Are you out of your mind?,Lid tightener,NoseWrinkler & Lips Part,social,negative,weak,surprise,1
04/00221,Just consider it for a moment.,Nan,Lower lip depressor &Lips Part,social,neutral,powerful,neutral,2
04/00222,You want to collude with the Republicans?,Lid tightener,NoseWrinkler & Lips Part,social,negative,weak,surprise,1
04/00223,I dont want to but I would  if you become Speaker in the process.,,,,,,,
04/00224,ever been done before.,Lid tightener,Nan,social,negative,weak,disgust,2
04/00225,Theres a first time for everything.,Nan,Nan,social,neutral,powerful,neutral,1
04/00226,This is ridiculous.,Lid tightener,Lip stretcher &Lips Part,social,negative,weak,surprise,1
04/00227,The Republicans would love a chance  to knock Bob down a peg or two.,Nan,Nan,social,neutral,powerful,neutral,1
04/00228,And you want to help them?,Lid tightener,Nan,social,neutral,weak,neutral,2
04/00229,I want to help us.,Nan,Lower lip depressor &Lips Part,social,neutral,powerful,neutral,1
04/00230,Bob will not play ball with the White House.,,,,,,,
04/00231,ow youre a reasonable man David  and hes not.,,,,,,,
04/00232,You know what I am?,,,,,,,
04/00233,Im a discreet man.,,,,,,,
04/00234,Youre lucky for that.,,,,,,,
04/00235,Im not going to mention this to Bob  but if you ever bring it up again,,,,,,,
04/00236,I wont have a choice.,Upper lid raiser,Nan,social,negative,weak,disgust,2
04/00237,Looks like he opted for the herd.,Nan,Nan,social,neutral,weak,neutral,2
04/00238,Claire. Id like to put an  order for the water filters,,,,,,,
04/00239,and the welldigging equipment  for the South Sudan project.,,,,,,,
04/00240,Can we talk about the budget?,,,,,,,
04/00241,How much?  .,Upper lid raiser,Upper lip raiser &Lips Part,work,neutral,powerful,neutral,1
04/00242,For one project?,Nan,Lip stretcher &Lips Part,work,neutral,powerful,surprise,1
04/00243,I know its a lot but itll be  our flagship project in Africa,Inner brow raiser,Lower lip depressor &Lips Part,work,neutral,powerful,neutral,1
04/00244,and we would be the first organization there  to work on this scale.,,,,,,,
04/00245,Id like to go over the specifics first.  I have the budget right here.,,,,,,,
04/00246,Let me just grab my messages  and then Ill come in to you.,,,,,,,
04/00247,Okay. Ill be in my office.,,,,,,,
04/00248,Any calls while I was out?,,,,,,,
04/00249,Theyre on the desk  and this came by messenger.,,,,,,,
04/00250,,,,,,,,
04/00251,Adam. Its Claire.,,,,,,,
04/00252,Yes. I know. It has.,,,,,,,
04/00253,o reason. I was just thinking about you.,,,,,,,
04/00254,Youre right. It is a lie. I do have a reason.,,,,,,,
04/00255,I need to use you.,,,,,,,
04/00256,The White House is where news goes to die.  Everythings canned.,,,,,,,
04/00257,These perfectly prepared statements...  Its a prestigious job Zoe.,,,,,,,
04/00258,Used to be when I was in ninth grade.  Now its a graveyard.,,,,,,,
04/00259,The only halfway interesting thing they do  is throw a big dinner party once a year,,,,,,,
04/00260,where they pat themselves on the back  and rub shoulders with movie stars.,,,,,,,
04/00261,Who needs that?  Every day since you started here,,,,,,,
04/00262,youve begged me to move you up  and now suddenly...,,,,,,,
04/00263,My goal in life is not  to climb up The Heralds ladder,,,,,,,
04/00264,one rung at a time until  Ive got my own stationery.,Nan,Lower lip depressor &Lips Part,work,neutral,powerful,neutral,1
04/00265,Some of us value a career at a paper like this.,Upper lid raiser,Nan,work,neutral,powerful,neutral,2
04/00266,Im sorry. I didnt mean for that to come off...,Nan,Chin Raiser,work,neutral,weak,neutral,2
04/00267,Well it did and you skipped a few rungs  by the way.,Nan,Lip stretcher &Lips Part,work,neutral,weak,neutral,2
04/00268,Do what you want to do Zoe  but if you want me to be your cheerleader,,,,,,,
04/00269,and say Yeah turn it down I wont.,,,,,,,
04/00270,I would have killed for that job  when I first started here.,,,,,,,
04/00271,Put Fichner in the leaning yes column.,,,,,,,
04/00272,Dont you think hes a neutral?  He hates Birch.,,,,,,,
04/00273,Yeah but he owes Birch  for the Ways and Means appointment.,,,,,,,
04/00274,Put him in neutral. Who else?,,,,,,,
04/00275,Ramirez as a neutral?,,,,,,,
04/00276,This list is so shaky.,,,,,,,
04/00277,Any one of them leaks it to Bob...  No what we need is one name.,,,,,,,
04/00278,One person who can deliver  .,,,,,,,
04/00279,The Black Caucus.,,,,,,,
04/00280,Womack.,,,,,,,
04/00281,What can we offer him?  What does he need?,,,,,,,
04/00282,Let me pull up his file.,,,,,,,
04/00283,Here we go.,,,,,,,
04/00284,McCuddin Airforce base  employs  people in his district.,,,,,,,
04/00285,Its on the DODs chopping block this year.,,,,,,,
04/00286,Who do we know on the BRAC commission?,Nan,Lower lip depressor &Lips Part,work,neutral,powerful,surprise,1
04/00287,Thats dangerous.,Nan,Nan,work,neutral,powerful,neutral,2
04/00288,The trail leads back to us  trying to influence the DOD or the BRAC.,,,,,,,
04/00289,o no no.  What we do is we close another base.,,,,,,,
04/00290,We leave enough money in the DODs budget,,,,,,,
04/00291,to keep Womacks base off the list.,,,,,,,
04/00292,What we need...,,,,,,,
04/00293,Is someone we own.,,,,,,,
04/00294,,,,,,,,
04/00295,Dad Im hungry.,,,,,,,
04/00296,Coming buddy.,,,,,,,
04/00297,Here we go.,,,,,,,
04/00298,With cheese. Without cheese.,,,,,,,
04/00299,Dad?,,,,,,,
04/00300,Yeah.,Outer brow raiser,Nan,daily,neutral,powerful,surprise,1
04/00301,That looks pretty disgusting.,Outer brow raiser,Lip stretcher &Lips Part,daily,negative,weak,disgust,1
04/00302,Yeah it looks disgusting.,Brow lower,Lip puckerer,daily,negative,weak,disgust,1
04/00303,Its not how it looks its how it tastes.,Inner brow raiser,Lip puckerer,daily,neutral,weak,neutral,1
04/00304,And a fork would be nice.,Outer brow raiser,Lip stretcher &Lips Part,daily,neutral,weak,neutral,2
04/00305,Shit. Okay. Hold on.,Nan,Nan,daily,neutral,weak,neutral,1
04/00306,Hello.  Good evening Mr. Russo.,,,,,,,
04/00307,Theres a Mr. Underwood here to see you.,,,,,,,
04/00308,Okay. Send him up.,,,,,,,
04/00309,Hi there.,,,,,,,
04/00310,Hi.  Hi.,,,,,,,
04/00311,This is Kevin this is Sarah.,,,,,,,
04/00312,Hi. Im Frank. Nice to meet you both.,,,,,,,
04/00313,Do you work with Dad?  I do.,,,,,,,
04/00314,Congressman Underwood is Daddys boss.,,,,,,,
04/00315,I thought you didnt have a boss.,,,,,,,
04/00316,Everybody has a boss sweetheart  even Congressmen.,,,,,,,
04/00317,Why dont you take your  dinner and go into the bedroom?,,,,,,,
04/00318,But I wanted to watch TV.  Go now.,,,,,,,
04/00319,Cute kids.,,,,,,,
04/00320,Yeah I like them. Can I get you a drink?,,,,,,,
04/00321,o I wont be here long.,,,,,,,
04/00322,Yeah. Have a seat.,,,,,,,
04/00323,Thank you. Is that a PS Vita?,,,,,,,
04/00324,Which games does he have?,,,,,,,
04/00325,All of them.  I have a console at home.,,,,,,,
04/00326,I play sometimes to relax.  I ought to get one of these for the car.,,,,,,,
04/00327,So Peter we need to close  the shipyard in your district.,,,,,,,
04/00328,The BRAC hearing is tomorrow.  You wont put up your usual fight.,,,,,,,
04/00329,You have zero testimony to add.,,,,,,,
04/00330,I cant do that.  Yes you can Peter.,,,,,,,
04/00331,I spent months on that testimony.  I lobbied the commission. My entire office...,,,,,,,
04/00332,Im sure youve done splendid work  but unfortunately it cant come to fruition.,,,,,,,
04/00333,Why?  Politics.,,,,,,,
04/00334,Theres forces bigger than  either of us at play here.,Nan,Lower lip depressor &Lips Part,work,negative,weak,neutral,2
04/00335,Its  jobs.,Brow lower,Lip puckerer,social,neutral,weak,neutral,1
04/00336,I know. Its a shame.,Brow lower,Lip puckerer,social,neutral,weak,neutral,1
04/00337,Keeping that shipyard open  is what got me elected.,Nan,Lip puckerer,social,neutral,weak,neutral,1
04/00338,Those people are my friends.,,,,,,,
04/00339,Im not here to debate this Peter.,,,,,,,
04/00340,The base will close.,,,,,,,
04/00341,The only question is will you make it  a swift death or a painful one?,Brow lower,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00342,o way. I wont sit on my hands.,Outer brow raiser,Lip stretcher &Lips Part,social,neutral,weak,neutral,1
04/00343,I sympathize that this is  gonna be difficult for you.,,,,,,,
04/00344,And I dont know how yet  but I will make it up to you Peter.,,,,,,,
04/00345,Im a powerful friend to have right now,,,,,,,
04/00346,perhaps your only friend,,,,,,,
04/00347,so dont defy me.,,,,,,,
04/00348,Love of family.,,,,,,,
04/00349,Most politicians are permanently chained  to that slogan. Family values.,,,,,,,
04/00350,But when you cozy up to hookers  and I find out,,,,,,,
04/00351,I will make that hypocrisy hurt.,,,,,,,
04/00352,Did you get the present I sent you?,,,,,,,
04/00353,You wouldnt really call it a present.,,,,,,,
04/00354,Well more of a gentle reminder maybe.,Brow lower,Lip stretcher &Lips Part,daily,neutral,weak,neutral,1
04/00355,More heavyhanded than gentle  which surprised me.,Brow lower,Lip stretcher &Lips Part,daily,neutral,weak,surprise,1
04/00356,Its not really your style Francis.,,,,,,,
04/00357,But yes. I got it.,,,,,,,
04/00358,I like that one.,,,,,,,
04/00359,I do too.  But the first ones better.,,,,,,,
04/00360,You think?,,,,,,,
04/00361,Something special tomorrow?,Brow lower,Chin Raiser,daily,neutral,weak,neutral,2
04/00362,Adam Galloways  coming down from New York.,Brow lower,Lip stretcher &Lips Part,daily,neutral,weak,neutral,1
04/00363,What for?,,,,,,,
04/00364,Because I need some of his photographs  for the silent auction at the gala next month.,,,,,,,
04/00365,You speak to Remy yet?,Brow lower,Chin Raiser,daily,neutral,weak,neutral,1
04/00366,I havent.,Brow lower,Lip stretcher &Lips Part,daily,neutral,weak,neutral,1
04/00367,If you want to look inviting  wear the black one.,,,,,,,
04/00368,Hello.,,,,,,,
04/00369,Okay. Great. Thanks.,,,,,,,
04/00370,Adam?,,,,,,,
04/00371,How is it the world keeps spinning  and you manage to stay ahead of it?,,,,,,,
04/00372,Davids on board with this?  lt was his idea.,,,,,,,
04/00373,Then why isnt he here?,,,,,,,
04/00374,Well we have to be careful  until its a done deal.,,,,,,,
04/00375,I dont know Frank.  Think about it Terry.,,,,,,,
04/00376,You could become the first  AfricanAmerican majority leader,,,,,,,
04/00377,in the United States Congress.,,,,,,,
04/00378,Lets make some history.,,,,,,,
04/00379,You dont care about history.,,,,,,,
04/00380,You just wanted me because  I can round up the votes.,,,,,,,
04/00381,I need the votes and I do care about history,,,,,,,
04/00382,but most importantly Terry  you know how to lead.,,,,,,,
04/00383,Youre the head of the  Black Caucus for a reason.,Lid tightener,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00384,So David becomes speaker  I become majority leader...,Outer brow raiser,Lower lip depressor &Lips Part,work,neutral,weak,neutral,1
04/00385,And I stay on as Whip.,Brow lower,Lip stretcher &Lips Part,work,neutral,weak,happy,1
04/00386,Why dont you want majority  leader for yourself?,Brow lower,Nan,work,neutral,weak,neutral,1
04/00387,Im satisfied where I am.,Lid tightener,Nan,daily,neutral,weak,neutral,1
04/00388,Maybe one day when you become Speaker  youll bump me up.,,,,,,,
04/00389,This is the sort of thing  that theres no turning back.,Upper lid raiser,Lip puckerer,work,neutral,weak,neutral,1
04/00390,I can throw a cherry on top.,Brow lower,Lip puckerer,work,neutral,weak,neutral,1
04/00391,McCuddin stays open.,Brow lower,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00392,How?,Brow lower,Nan,work,neutral,weak,neutral,1
04/00393,You dont want to know how.,Brow lower,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00394,You just want the headline  when you keep  jobs in your district.,,,,,,,
04/00395,votes?   votes.,,,,,,,
04/00396,I can get you  probably .,Brow lower,Lip stretcher &Lips Part,work,neutral,weak,happy,1
04/00397,Its so refreshing to work with someone  who will throw a saddle on a gift horse,Brow lower,Lip stretcher &Lips Part,work,neutral,weak,happy,1
04/00398,rather than look it in the mouth.,,,,,,,
04/00399,Thats nice.,,,,,,,
04/00400,I found her in a village outside Amravati.,,,,,,,
04/00401,Her name was Tyala.,,,,,,,
04/00402,She died three weeks after I took that picture.,,,,,,,
04/00403,Thats awful.,,,,,,,
04/00404,You can have them all if you like.,,,,,,,
04/00405,I love your hair short.,,,,,,,
04/00406,You have plans tonight?,,,,,,,
04/00407,o.,,,,,,,
04/00408,Is Frank expecting you home?,,,,,,,
04/00409,Im sure hell be home late.,,,,,,,
04/00410,Get dinner with me.,,,,,,,
04/00411,What time is your train?,,,,,,,
04/00412,I dont book roundtrip tickets.,,,,,,,
04/00413,Its going to be a while before I can leave.,Brow lower,Lip stretcher &Lips Part,social,neutral,weak,happy,1
04/00414,What time will you be done?,Brow lower,Lip puckerer,social,neutral,weak,happy,1
04/00415,Probably around .,Brow lower,Nan,social,neutral,weak,happy,2
04/00416,Ill pick a place let you know.,,,,,,,
04/00417,David.,,,,,,,
04/00418,How are you Joe?,,,,,,,
04/00419,Im behind you. Lets do this.,,,,,,,
04/00420,Do what?,,,,,,,
04/00421,Keep your cards close. I like that.,,,,,,,
04/00422,Hi. Yeah. This is room  .,,,,,,,
04/00423,Id like a bottle of the Weinbach please.,,,,,,,
04/00424,Yeah.  Actually could you make that two bottles?,,,,,,,
04/00425,Thank you.,,,,,,,
04/00426,Sit down. Youre making me nervous.,,,,,,,
04/00427,You still smoke?  From time to time yes.,,,,,,,
04/00428,I quit. These are an illusion.,,,,,,,
04/00429,You want?  Sure.,,,,,,,
04/00430,What?,,,,,,,
04/00431,ot now.,,,,,,,
04/00432,Okay.,Lid tightener,Lip stretcher &Lips Part,social,negative,weak,neutral,2
04/00433,I should go.,Brow lower,Chin Raiser,daily,negative,weak,neutral,1
04/00434,I just...assumed...  I know.,,,,,,,
04/00435,We cant start this again.,,,,,,,
04/00436,When I end something I end it.,,,,,,,
04/00437,So whyd you have me come all  the way down from New York?,Lid tightener,Nan,daily,negative,weak,surprise,1
04/00438,It was a mistake.,Nan,Nan,daily,negative,weak,neutral,2
04/00439,Im sorry Adam. I shouldve kept it business.,,,,,,,
04/00440,Side of you I like the least.,,,,,,,
04/00441,There are no mistakes Claire.,,,,,,,
04/00442,Hi.  Hello.,,,,,,,
04/00443,More wine?,,,,,,,
04/00444,How was your day?,,,,,,,
04/00445,Good.  Adam well?,,,,,,,
04/00446,He is.,,,,,,,
04/00447,We just had dinner.,,,,,,,
04/00448,I emailed Remy on the way home.,,,,,,,
04/00449,I told him Im not taking the money.,,,,,,,
04/00450,Thank you.  I appreciate that this was not easy.,,,,,,,
04/00451,Well we dont like easy do we?,,,,,,,
04/00452,All the evidence would suggest it.,,,,,,,
04/00453,Is it all right if the Holburns  come over for dinner Wednesday night?,,,,,,,
04/00454,I want Felicity to buy  some tables for the gala.,,,,,,,
04/00455,Yeah of course.,,,,,,,
04/00456,Im going to need  Congressmen and senators there.,,,,,,,
04/00457,You need to call in favors.  Done.,,,,,,,
04/00458,ot a few a lot.,,,,,,,
04/00459,Ill start making calls in the morning.,,,,,,,
04/00460,Adam donated  photographs.,,,,,,,
04/00461,That was generous of him.,,,,,,,
04/00462,Hes staying at the Mandarin.,,,,,,,
04/00463,And you?,,,,,,,
04/00464,Here.,,,,,,,
04/00465,But the Proving Grounds importance,,,,,,,
04/00466,stems far beyond its  strategic geographic value.,,,,,,,
04/00467,APGs research and  development of military materiel,,,,,,,
04/00468,is central to our nations  counterterrorism efforts.,,,,,,,
04/00469,The base houses research laboratories  for preventative medicine,,,,,,,
04/00470,as well as a wide variety of training grounds  for military personnel.,,,,,,,
04/00471,APG is also a job creator.,,,,,,,
04/00472,It provides  million in payroll annually,,,,,,,
04/00473,and nearly  million in contracts.,,,,,,,
04/00474,Thank you for the opportunity  to testify before you today.,,,,,,,
04/00475,Any questions for the  Congresswoman from Maryland?,,,,,,,
04/00476,o.,,,,,,,
04/00477,Those in favor of removing  the Aberdeen Proving Ground,,,,,,,
04/00478,from the list of closures?,,,,,,,
04/00479,Aye.  Aye.,,,,,,,
04/00480,So noted and removed.,,,,,,,
04/00481,Okay well next consider  the Philadelphia Naval Shipyard.,,,,,,,
04/00482,Would the congressman from  Pennsylvanias first district,,,,,,,
04/00483,Iike to offer testimony?,,,,,,,
04/00484,,,,,,,,
04/00485,I have no testimony to offer.,,,,,,,
04/00486,Yeah but the difference  that were gonna make...,,,,,,,
04/00487,Terry let me call you right back.,,,,,,,
04/00488,Terry Womack?,Lid tightener,Nan,work,negative,powerful,angry,1
04/00489,Possibly.,Upper lid raiser,Nan,work,neutral,powerful,neutral,1
04/00490,Ive had three members of  the Black Caucus tell me,Lid tightener,Lower lip depressor &Lips Part,work,negative,powerful,angry,2
04/00491,theyre backing my play for the speakership.,Lid tightener,Lower lip depressor &Lips Part,work,negative,powerful,angry,2
04/00492,lnteresting.  I have a sense,Lid tightener,Nan,work,negative,weak,neutral,1
04/00493,youve been disseminating  some misinformation.,Lid tightener,Lip puckerer,work,negative,powerful,angry,1
04/00494,o. Im afraid its you  who are misinformed David.,,,,,,,
04/00495,You dont have three members backing you.  You have .,,,,,,,
04/00496,I made it very clear I didnt want  any part of this.,,,,,,,
04/00497,Yes you made it crystal clear.,Upper lid raiser,Nan,work,negative,weak,neutral,1
04/00498,Then why are you telling people?,Lid tightener,Nan,work,negative,powerful,surprise,1
04/00499,Because they dont know  you made it crystal clear.,Nan,Lip stretcher &Lips Part,work,neutral,weak,neutral,1
04/00500,I have to go to Bob with this.,Lid tightener,Upper lip raiser &Lips Part,work,negative,powerful,angry,1
04/00501,Hell think you organized a coup,Nan,Lower lip depressor &Lips Part,work,neutral,powerful,neutral,1
04/00502,got cold feet  and are making me the scapegoat.,,,,,,,
04/00503,David if I pick up this phone right now,,,,,,,
04/00504,and leak this story,,,,,,,
04/00505,Bob will have no choice but to drop you,,,,,,,
04/00506,even if he believes your version of events.,,,,,,,
04/00507,You wanna take a seat?,,,,,,,
04/00508,,,,,,,,
04/00509,Freddy?  Yeah Frank?,,,,,,,
04/00510,You better make it a half order.  I got a big dinner tonight.,,,,,,,
04/00511,Sure thing.,,,,,,,
04/00512,Slaw? You got it.  Always.,,,,,,,
04/00513,Here you go.,,,,,,,
04/00514,So whats the latest?,,,,,,,
04/00515,You know Frank. Same old shit.,,,,,,,
04/00516,Almost got killed last weekend.,,,,,,,
04/00517,Here?  No.,,,,,,,
04/00518,State fair down in Virginia.,,,,,,,
04/00519,Me and my brother hauling  this smoker down there,,,,,,,
04/00520,and this fucking minivan  had a fridge strapped on top.,,,,,,,
04/00521,A fridge strapped on top of a minivan Frank.,,,,,,,
04/00522,Thats stupid.  Well that fridge slipped loose.,,,,,,,
04/00523,Right in front of us.  I had to swerve to the left. Barely missed it.,,,,,,,
04/00524,But now that smoker is fishtailing  almost hit a hatchback in the next lane.,,,,,,,
04/00525,Swerved to the right.  Barely missed that too.,,,,,,,
04/00526,Jesus.  Man it was real.,,,,,,,
04/00527,But you know thats  why God gave us reflexes.,,,,,,,
